trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.5, 'e': 0.449500000000018}",20,11,17.33976713951274,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.448000000000018}",20,5,6.6123421814616155,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.446500000000018}",25,0,5.107756604886122,"{0: 19, 1: 6, 2: 0, 3: 0, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.445000000000018}",30,16,13.285628935891165,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.443500000000018}",20,6,21.976433480269264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.442000000000018}",30,13,25.760674361148475,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.440500000000018}",20,8,13.982857698350752,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.439000000000018}",25,1,9.179326675343091,"{0: 20, 1: 4, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.437500000000018}",30,3,5.723862425750821,"{0: 21, 1: 6, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.436000000000018}",25,0,-22.289028325968992,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.434500000000018}",25,12,9.457049226824267,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.433000000000018}",20,0,4.236026154849302,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
379,False,"{'a': 0.5, 'e': 0.431500000000018}",20,8,21.27256842017431,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.430000000000018}",30,11,-15.33535677844609,"{0: 12, 1: 7, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.428500000000018}",20,8,-14.075056803235567,"{0: 7, 1: 5, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.427000000000018}",20,4,-14.899846685887422,"{0: 10, 1: 6, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.425500000000018}",25,12,6.1513675620810675,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.424000000000018}",20,16,9.085048079395165,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.422500000000018}",20,6,20.470568656215686,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.42100000000001797}",20,0,-2.904317938673433,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.41950000000001797}",20,10,-8.354178593549863,"{0: 6, 1: 4, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.41800000000001797}",25,8,-23.8565726381382,"{0: 9, 1: 8, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.41650000000001797}",30,0,-9.688879742678951,"{0: 21, 1: 9, 2: 0, 3: 0, 4: 0}",0
390,False,"{'a': 0.5, 'e': 0.41500000000001797}",20,12,7.070356377275899,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.41350000000001796}",20,15,7.441622164274186,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.41200000000001796}",20,11,3.6983041189294115,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.41050000000001796}",20,1,5.0578867742664,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.40900000000001796}",20,11,-0.5729363286613685,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.40750000000001796}",20,2,-6.8181110719682305,"{0: 13, 1: 5, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.40600000000001796}",20,4,-14.701122937163568,"{0: 10, 1: 6, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.40450000000001796}",20,2,11.693702729572838,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.40300000000001795}",20,11,9.579782262835968,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.40150000000001795}",20,15,7.065941732230462,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.40000000000001795}",25,10,0.11028248263772733,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.39850000000001795}",20,12,8.211996934707269,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.39700000000001795}",35,9,10.295518531622097,"{0: 20, 1: 6, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.39550000000001795}",20,9,16.637966350157413,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.39400000000001795}",20,6,17.635009480847298,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.39250000000001795}",25,8,31.100991077318657,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.39100000000001794}",20,10,-2.578350091480269,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.38950000000001794}",30,7,17.309530418210727,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.38800000000001794}",25,13,7.797971339734929,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.38650000000001794}",20,8,6.038820151681926,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.38500000000001794}",25,20,9.646866674672758,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.38350000000001794}",30,19,14.684619347828711,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.38200000000001794}",20,3,-3.916394266215213,"{0: 12, 1: 5, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.38050000000001793}",25,13,9.422894002574122,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.37900000000001793}",20,13,14.715841349959586,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.37750000000001793}",35,16,7.550938807806115,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.37600000000001793}",25,13,-3.633012855713316,"{0: 8, 1: 4, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.37450000000001793}",30,2,7.101648144286402,"{0: 23, 1: 5, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.37300000000001793}",25,16,8.330403263753523,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.3715000000000179}",25,13,16.154099070530947,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.3700000000000179}",20,10,19.938140982238373,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.3685000000000179}",20,11,4.175069827670818,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.3670000000000179}",30,14,25.627903327078535,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.3655000000000179}",20,6,-0.0322654785300136,"{0: 10, 1: 4, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.3640000000000179}",25,9,20.611763288879963,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.3625000000000179}",20,13,7.681554386822798,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.3610000000000179}",20,9,6.244214858913111,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.3595000000000179}",20,11,3.6596543363353744,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.3580000000000179}",20,1,-0.38907395974335546,"{0: 14, 1: 5, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.3565000000000179}",20,11,-32.70635831763587,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
430,False,"{'a': 0.5, 'e': 0.3550000000000179}",25,11,6.460033653275997,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.3535000000000179}",25,7,31.722912747526568,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.3520000000000179}",20,11,12.912863635123827,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.3505000000000179}",20,5,12.034987406228922,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.3490000000000179}",20,9,5.410637049411185,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.3475000000000179}",20,6,6.855170701051764,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.3460000000000179}",20,12,6.484155785688106,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.3445000000000179}",30,16,5.351754960954409,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.3430000000000179}",25,7,8.035746749118942,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.3415000000000179}",25,8,4.856294840036164,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.3400000000000179}",25,11,24.578327213164673,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.3385000000000179}",30,13,16.70112136136209,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.3370000000000179}",20,12,12.00154531411393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.3355000000000179}",20,10,10.996077591496626,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.3340000000000179}",25,17,15.464850490643201,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.3325000000000179}",30,13,24.887798735407138,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.3310000000000179}",25,18,13.869132920743214,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.3295000000000179}",20,2,10.357035295812096,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.3280000000000179}",20,6,5.499638363923491,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.3265000000000179}",25,5,-1.4336675176977125,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.3250000000000179}",25,8,12.639568653966492,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.3235000000000179}",25,15,-2.9102025676735295,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.3220000000000179}",25,0,15.112298540313633,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.3205000000000179}",20,14,-2.818453519345338,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.3190000000000179}",20,11,6.148929323651394,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.3175000000000179}",20,12,9.31111788002223,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.3160000000000179}",20,10,3.6265599715949906,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.3145000000000179}",25,8,15.407064964347295,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.3130000000000179}",25,14,4.955545710886621,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.3115000000000179}",20,8,-7.675426945004853,"{0: 8, 1: 4, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.3100000000000179}",30,15,8.681706701161444,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.30850000000001787}",30,20,10.3329651718235,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.30700000000001787}",20,8,12.350535661898991,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.30550000000001787}",20,5,8.514129988128758,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.30400000000001787}",30,1,21.32710068030164,"{0: 25, 1: 4, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.30250000000001787}",20,7,3.879598010692872,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.30100000000001786}",20,8,18.762760350258525,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.29950000000001786}",25,10,17.272591359903334,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.29800000000001786}",20,11,2.394528253551579,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.29650000000001786}",25,11,10.251337651027312,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.29500000000001786}",20,9,-0.6823109444042026,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.29350000000001786}",35,13,34.09270713163037,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.29200000000001786}",20,10,9.891863920255659,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.29050000000001786}",30,15,17.610574658392636,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.28900000000001785}",25,8,27.843655952883534,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.28750000000001785}",20,3,9.017873731397321,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.28600000000001785}",25,8,4.784271094381058,"{0: 13, 1: 4, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.28450000000001785}",20,8,15.119946989622232,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.28300000000001785}",35,23,16.38619272323148,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.28150000000001785}",20,10,13.757341348745527,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.28000000000001785}",25,15,9.06636060530502,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.27850000000001784}",30,6,4.339954382057033,"{0: 19, 1: 5, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.27700000000001784}",25,13,-2.1015014988422633,"{0: 8, 1: 4, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.27550000000001784}",25,11,5.610012343517276,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.27400000000001784}",20,7,24.914041615872737,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.27250000000001784}",30,17,16.702908656182746,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.27100000000001784}",25,11,11.530293624621281,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.26950000000001784}",30,18,13.11002326976429,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.26800000000001784}",20,9,16.85950571372001,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.26650000000001783}",20,9,14.044666952303402,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.26500000000001783}",25,12,1.9797033641658695,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.26350000000001783}",20,10,10.342975186855167,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.26200000000001783}",30,10,23.768529069556955,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.26050000000001783}",20,5,19.032258530543704,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.2590000000000178}",20,10,15.710778355044539,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.2575000000000178}",25,7,20.79259635934873,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.2560000000000178}",25,4,6.99418687643125,"{0: 16, 1: 5, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.2545000000000178}",20,6,10.681159775277454,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.2530000000000178}",20,11,10.08529419504184,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.2515000000000178}",25,15,13.932503911243076,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.2500000000000178}",35,23,16.837096816754936,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.24850000000001782}",20,12,6.026074366949931,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.24700000000001782}",20,3,16.674216262980067,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.24550000000001782}",20,5,19.38300689939683,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.2440000000000178}",25,3,4.528255395720132,"{0: 17, 1: 5, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.2425000000000178}",25,17,17.769975972261584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.2410000000000178}",20,10,20.95190070443103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.2395000000000178}",25,14,0.20406374803215055,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.2380000000000178}",20,0,25.987068405967314,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
509,False,"{'a': 0.5, 'e': 0.2365000000000178}",35,17,37.57210913722849,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.2350000000000178}",25,8,14.24564128219912,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.2335000000000178}",35,18,-0.3391178715822849,"{0: 12, 1: 5, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.2320000000000178}",25,14,13.040820383773246,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.2305000000000178}",20,14,4.097593239327385,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.2290000000000178}",20,8,22.01963474067058,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.2275000000000178}",20,0,14.600677882075498,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
516,False,"{'a': 0.5, 'e': 0.2260000000000178}",20,10,20.43011134871984,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.2245000000000178}",20,14,9.997888703157534,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.2230000000000178}",20,11,5.478880170262233,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.2215000000000178}",20,12,8.578631784315592,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.2200000000000178}",30,9,-3.2419346202557495,"{0: 15, 1: 6, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.2185000000000178}",25,17,6.938875490940546,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.2170000000000178}",20,15,7.864268117047917,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.2155000000000178}",20,10,9.069402869407218,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.2140000000000178}",20,10,17.94814495970661,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.21250000000001779}",20,5,22.231498075579914,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.21100000000001778}",25,6,31.796381097031272,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.20950000000001778}",20,7,22.514498316212322,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.20800000000001778}",20,13,5.819362217593231,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.20650000000001778}",25,15,6.100704798256799,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.20500000000001778}",30,14,-2.8059761256488915,"{0: 11, 1: 5, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.20350000000001778}",30,11,15.107581351828447,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.20200000000001778}",25,8,31.722165150062434,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.20050000000001778}",20,10,20.642533320760993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.19900000000001777}",20,7,12.023215103334445,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.19750000000001777}",20,8,5.105123717178921,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.19600000000001777}",25,8,32.01238566284921,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.19450000000001777}",20,0,0.5830810940234863,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.19300000000001777}",20,13,12.1044284139948,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.19150000000001777}",20,9,16.6060295156646,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.19000000000001777}",20,14,2.3422678194404662,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.18850000000001776}",25,15,14.032124886765136,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.18700000000001776}",20,16,7.667383204774436,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.18550000000001776}",25,7,35.73132890473523,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.18400000000001776}",25,0,36.60540696596949,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
545,False,"{'a': 0.5, 'e': 0.18250000000001776}",25,7,30.289908476573707,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.18100000000001776}",20,12,11.839472110517692,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.17950000000001776}",30,16,11.236193739830734,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.17800000000001776}",25,9,29.135245782678755,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.17650000000001775}",30,10,26.914457034472257,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.17500000000001775}",25,8,30.406825270251975,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.17350000000001775}",25,17,10.695035175971302,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
